,id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
273,470,France,"Very dry in style, this is a beautifully crisp, tight and taut Champagne. It has citrus and green apple flavors, and is steely in character while also fruity. It could do well with some more bottle age.",√âdition Limit√©e Extra Brut,92,70,Champagne,Champagne,,Roger Voss,@vossroger,H. Blin 2003 √âdition Limit√©e Extra Brut  (Champagne),Champagne Blend,H. Blin
274,471,France,"Rich and opulent, this is a full-throated Pinot Noir. It has ripe berry flavors and a balancing acidity that supports a dense texture and underlay of firm tannins. While delicious now, this is a wine that will improve with aging so drink from 2016.",Les Chatelots Premier Cru,92,73,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Henri de Villamont 2010 Les Chatelots Premier Cru  (Chambolle-Musigny),Pinot Noir,Henri de Villamont
275,472,France,"This wine is ripe, rich and full in the mouth, like a fruit salad of red cherries, plums and berries. Yet there's a more solid side‚Äîrounded tannins support the concentrated fruits, and touches of wood aging broaden the feel of this impressive wine. Drink from 2017.",Les Feusselottes Premier Cru,92,72,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Henri de Villamont 2010 Les Feusselottes Premier Cru  (Chambolle-Musigny),Pinot Noir,Henri de Villamont
276,475,US,"This 100% Cabernet Sauvignon was grown in the well-known Beckstoffer Georges III Vineyard. It's at a funny stage of development, with primary cherry and blackberry fruit starting to fade, while sage, dill, green olive and dried fruit notes are emerging. The tannins remain robust, while the acidity is just about perfect for Napa Valley. Awkward now, but with a promising future, it should emerge from the doldrums after 2017.",Clone 6,92,130,California,Rutherford,Napa,,,Bell 2009 Clone 6 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Bell
277,476,US,"This is a big wine, clearly in need of cellaring. There's a massive core of blackberries, cherries and baking chocolate on the palate, but it's rigidly tannic, dry and acidic still. The blend is 70% Cabernet Sauvignon, 15% Merlot and 15% Sangiovese, putting it in the super Tuscan category. Give it until 2017 to begin to mellow, and it could still be going strong in 2025.",La Castellana,92,88,California,Napa Valley,Napa,,,Castello di Amorosa 2009 La Castellana Red (Napa Valley),Red Blend,Castello di Amorosa
278,479,Italy,"Garnet-ruby in color, this has fresh aromas of white cherry, plum, dried dill and rosemary. The mouthfeel is simple and clean, with fresh acidity on the close.",Riserva,87,15,Sicily & Sardinia,Cannonau di Sardegna,,,,Santa Maria La Palma 2006 Riserva  (Cannonau di Sardegna),Cannonau,Santa Maria La Palma
279,480,US,"This Stella Mae is 50% Cabernet Sauvignon, 30% Merlot and 20% Cabernet Franc. It remains a rather lean wine in the Sparkman portfolio, despite having alcohol at 14.6%. Here are lightly earthy flavors of strawberry and herb, with a hint of green in the tannins.",Stella Mae,87,45,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine¬†,Sparkman 2009 Stella Mae Red (Red Mountain),Bordeaux-style Red Blend,Sparkman
280,481,Italy,"This pretty Cannonau-based wine opens with ripe aromas of blackberry, tobacco and dried spice. The mouthfeel is smooth, plush and dense.",Costera,87,18,Sicily & Sardinia,Isola dei Nuraghi,,,,Argiolas 2008 Costera Cannonau (Isola dei Nuraghi),Cannonau,Argiolas
281,482,US,"The alcohol is nice and low in this dry Pinot Noir. It has a silky texture and complex flavors of red cherries, persimmons, cola and spices. Acidity is great but there's something slightly off, suggesting a trace of unripeness. Drink now.",Ocean's Ghost,87,60,California,Sta. Rita Hills,Central Coast,,,Babcock 2010 Ocean's Ghost Pinot Noir (Sta. Rita Hills),Pinot Noir,Babcock
282,486,US,"This smooth, lush Cabernet is brimming with blackberry, black currant, blueberry cedar and spice flavors. It's classic Cabernet. You'll find quite a scour of acidity running through the middle, which suggests this wine should pair with rich, fatty meats.",L de Lyeth,87,13,California,Sonoma County,Sonoma,,,Lyeth 2010 L de Lyeth Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Lyeth
283,487,Italy,"A blend of Friulano and Verduzzo, this delivers aromas of candied fruit, yellow rose, butterscotch, spice and apricot. It opens a clear window onto the natural characteristics of both grape varieties.",Tov√®,87,15,Northeastern Italy,Colli Orientali del Friuli,,,,Marco Cecchini 2010 Tov√® White (Colli Orientali del Friuli),White Blend,Marco Cecchini
284,490,Spain,"Lime, apple and mineral aromas come with a note of eggy yeast. The mouthfeel is regular and a touch foamy, with semisweet flavors of kiwi, apple and gooseberry. Mild and feeling good on the finish, it's basic but well worth a go.",Reserva Brut,87,19,Catalonia,Cava,,Michael Schachner,@wineschach,V&N; Cellars NV Reserva Brut Sparkling (Cava),Sparkling Blend,V&N; Cellars
285,495,US,"This El Dorado wine opens with aromas of sweet floral jasmine and is very pretty through and through. Its acidity sings perfectly through the middle of the wine, lifting the flavors of apple and dried apricot as well as the notes of lemon and lime on the finish. This should pair with a range of midweek dinners.",Battonage,87,18,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,Lava Cap 2010 Battonage Chardonnay (El Dorado),Chardonnay,Lava Cap
286,496,Spain,"This barrel-fermented Verdejo is interesting, but it's also a bit low on acidity. It smells like pine and blowsy flowers. Creamy, soft and cuddly on the palate, this has flavors of baked apple, wood resin and banana. It finishes round and sweet. Drink now.",Collection Blanco,87,25,Northern Spain,Rueda,,Michael Schachner,@wineschach,Loess 2009 Collection Blanco Verdejo (Rueda),Verdejo,Loess
287,497,US,"This wine has the variety's trademark notes of herb, green bell pepper, with a woodsy qulaity. This is a full-bodied effort, bearing a long, spicy finish.",Babcock Vineyard,87,30,California,Suisun Valley,North Coast,Virginie Boone,@vboone,MICA Cellars 2009 Babcock Vineyard Cabernet Franc (Suisun Valley),Cabernet Franc,MICA Cellars
288,498,US,"There are lot's of cherry, cola, sandalwood and exotic spice flavors in this Pinot Noir. It's dry and silky, with a nice crispness from the acidity.",Annabella,87,17,California,Carneros,Napa-Sonoma,,,Michael Pozzan 2010 Annabella Pinot Noir (Carneros),Pinot Noir,Michael Pozzan
289,499,France,"This is a big, spicy wine, with very ripe flavors of red berries. It''ss concentrated, with layers of pepper a tight lemon-zest acidity.",L'Esprit de Provence,87,20,Provence,C√¥tes de Provence,,Roger Voss,@vossroger,Domaine du Grand Cros 2011 L'Esprit de Provence Ros√© (C√¥tes de Provence),Ros√©,Domaine du Grand Cros
290,500,Spain,"Aromas of watermelon and a dusting of natural vanilla mark the bouquet. On the palate, it's fleshy but still crisp and focused, with nectarine, red apple and strawberry flavors. The finish lasts, with some sweetness.",Rosado,87,11,Northern Spain,Rioja,,Michael Schachner,@wineschach,El Coto 2011 Rosado Ros√© (Rioja),Ros√©,El Coto
291,501,US,A Verdelho with a taste of nuts‚Äîlike Marcona almonds‚Äîit gets more fruity and aromatic after a good swirl. This is marked by a tangy sweetness on the finish.,Silvaspoons Vineyard,87,15,California,Lodi,Central Valley,Virginie Boone,@vboone,Fenestra 2010 Silvaspoons Vineyard Verdelho (Lodi),Verdelho,Fenestra
292,504,France,"A simple but attractive C√¥tes du Rh√¥ne, with impressively pure cherry-berry fruit, medium body and a slightly chunky feel. Drink it over the next couple of years.",R√©serve Grand Veneur,87,15,Rh√¥ne Valley,C√¥tes du Rh√¥ne,,Joe Czerwinski,@JoeCz,Alain Jaume et Fils 2009 R√©serve Grand Veneur Red (C√¥tes du Rh√¥ne),Rh√¥ne-style Red Blend,Alain Jaume et Fils
293,507,US,"Medium bodied, this sharply defined wine brings in plenty of notes of herb, root and earth around its light berry fruit. It captures the defining flavors of Wahluke Slope Syrah in a somewhat muted style, reflecting the abbreviated growing season.",Clifton Vineyard,87,28,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine¬†,Camaraderie 2009 Clifton Vineyard Syrah (Wahluke Slope),Syrah,Camaraderie
294,509,US,"This would be a straightforward Bordeaux red blend if not for the 5% Petite Sirah within. Together, it's 74% Cabernet Sauvignon, 12% Merlot, 7% Cabernet Franc and 2% Malbec as well, sourced from Howell Mountain and valley floor sites. Dusty and herbal, the wine is thick and sizably tannic, with dense black fruit, leather and coffee.",Quantum,91,65,California,Napa Valley,Napa,Virginie Boone,@vboone,Beringer 2014 Quantum Red (Napa Valley),Red Blend,Beringer
295,510,US,"Flint and smoke aromas show strongly on this bottling, alongside hints of lemon balm and a rustic apple cider vinegar savory kick. Tangy smoked tangerine flavors show on the energized sip, where a unique sandalwood smoky quality plays with more cider-like tang.",Coastview Vineyard,91,48,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Big Basin 2014 Coastview Vineyard Chardonnay (Monterey County),Chardonnay,Big Basin
296,511,France,"This potentially rich Champagne is still young. The Chardonnay and Pinot Noir that dominate the blend show tight acidity, minerality and a tangy, orange-like edge. Give it time to mature, and it will be splendid.",Cuv√©e St Cl√©ment,91,70,Champagne,Champagne,,Roger Voss,@vossroger,Boude Baudin 2010 Cuv√©e St Cl√©ment  (Champagne),Champagne Blend,Boude Baudin
297,512,France,"Aged for an extra two years to soften its tense acidity, this Champagne is defiantly bone-dry yet not searing. Its ripe and rich fruitiness cushions the crisp acidity and taut, nervy citrus character. Drink now.",B. Z√©ro Brut Dosage,91,59,Champagne,Champagne,,Roger Voss,@vossroger,Boude Baudin NV B. Z√©ro Brut Dosage  (Champagne),Champagne Blend,Boude Baudin
298,513,US,"Big tannins support the layers of extracted, concentrated fruit that leans red into cherry, cassis and currant. Char and vanilla speak for the oak.",El Adobo Ranch Vineyard,91,90,California,Chiles Valley,Napa,Virginie Boone,@vboone,Conn Creek 2013 El Adobo Ranch Vineyard Cabernet Sauvignon (Chiles Valley),Cabernet Sauvignon,Conn Creek
299,515,US,"Delicate in cranberry and strawberry, this wine is highlighted in uplifted acidity and plenty of length and breadth within its medium-bodied structure. A pleasing streak of cardamom is consistent throughout, as accents of forest floor and cola figure in.",Silver Eagle Vineyard,91,75,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,D.R. Stephens 2014 Silver Eagle Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,D.R. Stephens
300,516,US,"This is a relatively thick and dense wine, grippy in tannin and oak at first, youthful and desiring of time and air. Beyond its strength, its shows the beginnings of delicacy and grace, commingling raspberry with clove and tea.",Soul Patch Estate Grown,91,55,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Davis Family 2014 Soul Patch Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,Davis Family
301,517,US,"This is a soft, smooth and earthy wine, still unraveling from its youth, that's crisp and fresh in acidity. Chewy still in texture, it offers a glorious celebration of red cherry, rhubarb, tea and clove.",Starr Ridge Vineyard,91,55,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Davis Family 2014 Starr Ridge Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Davis Family
302,518,France,"From a walled vineyard once owned by the local bishop, this wine is structured and firm while also having great red cherry and berry fruit. It's one of a number of Premier Crus from this producer‚Äîand certainly the most expressive with its generous fruit and balanced tannins. Drink from 2018.",Le Clos l'Ev√™que Premier Cru,91,60,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaine Jeannin-Naltet 2014 Le Clos l'Ev√™que Premier Cru  (Mercurey),Pinot Noir,Domaine Jeannin-Naltet
303,519,US,"Deliciously fruity but also well-structured, this full-bodied wine has excellent concentration and good balance. Effusive aromas of blueberry and black cherry lead to opulent but not overripe berry flavors that are lightly accented by clove and cinnamon nuances.",The Brat,91,36,California,Calaveras County,Sierra Foothills,Jim Gordon,@gordone_cellars,Prospect 772 2014 The Brat Grenache (Calaveras County),Grenache,Prospect 772
304,520,US,"Bob Lindquist is almost certainly the only vintner in America that is drying Marsanne on straw mats to make a dessert wine. The result is aromas of Asian pear, white peach, baked apple and baking spice, more fresh rather than sweet. It is viscous on the sip, and the sweetness steadily grows on the palate, offering cotton candy flavors. Fascinating stuff.",Doux Sawyer Lindquist Vineyard,91,35,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Qup√© 2013 Doux Sawyer Lindquist Vineyard Marsanne (Edna Valley),Marsanne,Qup√©
305,521,US,"This is a delicate yet flavorful take on this grape, from a biodynamic, cool-climate vineyard. Light red plum and hibiscus aromas meet with sweet herbs and cinnamon spice on the nose. The lithe palate offers candied strawberry with thyme, anise and touches of garden herbs, with that red fruit flavor carrying deep into the finish. Would pair great with spicy food.",Sawyer Lindquist Vineyard,91,35,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Qup√© 2013 Sawyer Lindquist Vineyard Grenache (Edna Valley),Grenache,Qup√©
306,522,US,"The Sims is amped up in 2014, dark and thick and showing a roasted character. Mocha, black tea and Kahlua flavors push the palate into a gritty charred mode. It's delicious, liquorous, and suitable for smoky ribs or a juicy burger. Drink now through 2020.",Sims Vineyard,91,55,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine¬†,Rex Hill 2014 Sims Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill
307,523,US,"There's a whiff of volatility upon opening, then a rush of bright, tangy orange and cherry fruit. The 20% new oak aging does not really come through in scent or flavor. Though not in any way effervescent, this young release carries an impression of carbonation in the finish. Give it another year or two of bottle age and drink after 2019.",Steve's Reserve,91,65,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine¬†,Ruby 2015 Steve's Reserve Pinot Noir (Chehalem Mountains),Pinot Noir,Ruby
